"No.","Time","Source","Destination","Protocol","Length","Info"
"85392","533.434028","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85396","533.452561","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85399","533.470346","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85403","533.493842","192.168.0.111","45.7.37.1","UDP","260","51341  >  7290 Len=218"
"85406","533.512170","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85409","533.531200","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85413","533.548460","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85416","533.567855","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85420","533.585971","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85423","533.607975","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85427","533.626938","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85430","533.645670","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85434","533.665109","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85437","533.681881","192.168.0.111","45.7.37.1","UDP","237","51341  >  7290 Len=195"
"85440","533.698693","192.168.0.111","45.7.37.1","UDP","181","51341  >  7290 Len=139"
"85443","533.715010","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"85446","533.730564","192.168.0.111","45.7.37.1","UDP","187","51341  >  7290 Len=145"
"85449","533.747429","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"85453","533.767506","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"85456","533.783398","192.168.0.111","45.7.37.1","UDP","209","51341  >  7290 Len=167"
"85459","533.803293","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"85460","533.803405","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"85467","533.835921","192.168.0.111","45.7.37.1","UDP","187","51341  >  7290 Len=145"
"85470","533.870965","192.168.0.111","45.7.37.1","UDP","254","51341  >  7290 Len=212"
"85476","533.895733","192.168.0.111","45.7.37.1","UDP","294","51341  >  7290 Len=252"
"85480","533.919375","192.168.0.111","45.7.37.1","UDP","237","51341  >  7290 Len=195"
"85484","533.941991","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85488","533.962120","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85491","533.979964","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85494","533.997617","192.168.0.111","45.7.37.1","UDP","258","51341  >  7290 Len=216"
"85497","534.015319","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85501","534.036839","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85505","534.055371","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85508","534.076731","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85512","534.097780","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85516","534.117869","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85519","534.135798","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85523","534.158539","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85527","534.179822","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85531","534.202562","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85534","534.219642","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85537","534.235254","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85540","534.251935","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85543","534.266707","192.168.0.111","45.7.37.1","UDP","242","51341  >  7290 Len=200"
"85546","534.286416","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85549","534.300326","192.168.0.111","74.201.103.198","TCP","66","50830  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"85551","534.305501","192.168.0.111","45.7.37.1","UDP","209","51341  >  7290 Len=167"
"85554","534.320328","192.168.0.111","45.7.37.1","UDP","198","51341  >  7290 Len=156"
"85556","534.333838","192.168.0.111","45.7.37.1","UDP","187","51341  >  7290 Len=145"
"85559","534.347546","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"85562","534.362647","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"85565","534.375903","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"85567","534.391567","192.168.0.111","45.7.37.1","UDP","142","51341  >  7290 Len=100"
"85571","534.408764","192.168.0.111","45.7.37.1","UDP","199","51341  >  7290 Len=157"
"85574","534.423780","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"85576","534.435321","192.168.0.111","74.201.103.198","TCP","54","50830  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"85577","534.435560","192.168.0.111","74.201.103.198","TCP","54","50830  >  443 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0"
"85579","534.442467","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"85583","534.461255","192.168.0.111","45.7.37.1","UDP","187","51341  >  7290 Len=145"
"85587","534.482892","192.168.0.111","45.7.37.1","UDP","198","51341  >  7290 Len=156"
"85591","534.502623","192.168.0.111","45.7.37.1","UDP","237","51341  >  7290 Len=195"
"85595","534.521679","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85597","534.537373","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85600","534.552192","192.168.0.111","45.7.37.1","UDP","209","51341  >  7290 Len=167"
"85604","534.569122","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85606","534.582549","192.168.0.111","45.7.37.1","UDP","209","51341  >  7290 Len=167"
"85610","534.598765","192.168.0.111","45.7.37.1","UDP","198","51341  >  7290 Len=156"
"85614","534.617088","192.168.0.111","45.7.37.1","UDP","187","51341  >  7290 Len=145"
"85616","534.630278","192.168.0.111","45.7.37.1","UDP","187","51341  >  7290 Len=145"
"85619","534.644855","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"85622","534.659023","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"85625","534.671810","192.168.0.111","45.7.37.1","UDP","142","51341  >  7290 Len=100"
"85628","534.686101","192.168.0.111","45.7.37.1","UDP","187","51341  >  7290 Len=145"
"85631","534.706464","192.168.0.111","45.7.37.1","UDP","198","51341  >  7290 Len=156"
"85635","534.730059","192.168.0.111","45.7.37.1","UDP","237","51341  >  7290 Len=195"
"85639","534.750518","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85642","534.769670","192.168.0.111","45.7.37.1","UDP","231","51341  >  7290 Len=189"
"85646","534.788735","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85648","534.797191","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"85651","534.811676","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85654","534.831044","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85657","534.842340","192.168.0.111","74.201.103.198","TCP","54","[TCP Retransmission] 50830  >  443 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0"
"85658","534.848181","192.168.0.111","45.7.37.1","UDP","270","51341  >  7290 Len=228"
"85661","534.866879","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85666","534.885135","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85668","534.892185","192.168.0.111","63.251.140.21","UDP","70","18334  >  27024 Len=28"
"85670","534.904540","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85674","534.923923","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85677","534.942967","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85681","534.961338","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85685","534.979239","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85688","534.997217","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85692","535.019031","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85696","535.045881","192.168.0.111","45.7.37.1","UDP","254","51341  >  7290 Len=212"
"85700","535.067384","192.168.0.111","45.7.37.1","UDP","254","51341  >  7290 Len=212"
"85705","535.091845","192.168.0.111","45.7.37.1","UDP","243","51341  >  7290 Len=201"
"85708","535.112423","192.168.0.111","45.7.37.1","UDP","266","51341  >  7290 Len=224"
"85712","535.132805","192.168.0.111","45.7.37.1","UDP","261","51341  >  7290 Len=219"
"85716","535.155469","192.168.0.111","45.7.37.1","UDP","261","51341  >  7290 Len=219"
"85719","535.173853","192.168.0.111","45.7.37.1","UDP","232","51341  >  7290 Len=190"
"85722","535.193234","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85726","535.213408","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85730","535.234771","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85733","535.253890","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85737","535.271959","192.168.0.111","45.7.37.1","UDP","231","51341  >  7290 Len=189"
"85740","535.291693","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85744","535.311994","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85747","535.331529","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85750","535.349514","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85754","535.367050","192.168.0.111","45.7.37.1","UDP","209","51341  >  7290 Len=167"
"85757","535.383211","192.168.0.111","45.7.37.1","UDP","198","51341  >  7290 Len=156"
"85760","535.400321","192.168.0.111","45.7.37.1","UDP","198","51341  >  7290 Len=156"
"85763","535.415994","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"85766","535.433859","192.168.0.111","45.7.37.1","UDP","159","51341  >  7290 Len=117"
"85769","535.451566","192.168.0.111","45.7.37.1","UDP","226","51341  >  7290 Len=184"
"85773","535.471360","192.168.0.111","45.7.37.1","UDP","209","51341  >  7290 Len=167"
"85776","535.488892","192.168.0.111","45.7.37.1","UDP","237","51341  >  7290 Len=195"
"85780","535.508638","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85784","535.530723","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85787","535.547990","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85790","535.563991","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85793","535.580170","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85797","535.601460","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85801","535.623168","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85804","535.640200","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85807","535.656872","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85810","535.673774","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85813","535.691017","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85816","535.708182","192.168.0.111","45.7.37.1","UDP","260","51341  >  7290 Len=218"
"85820","535.726747","192.168.0.111","45.7.37.1","UDP","232","51341  >  7290 Len=190"
"85823","535.743658","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85826","535.761659","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85831","535.789967","192.168.0.111","45.7.37.1","UDP","271","51341  >  7290 Len=229"
"85834","535.805711","192.168.0.111","45.7.37.1","UDP","261","51341  >  7290 Len=219"
"85835","535.807818","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"85838","535.822853","192.168.0.111","45.7.37.1","UDP","232","51341  >  7290 Len=190"
"85842","535.846783","192.168.0.111","45.7.37.1","UDP","261","51341  >  7290 Len=219"
"85846","535.870492","192.168.0.111","45.7.37.1","UDP","272","51341  >  7290 Len=230"
"85851","535.904286","192.168.0.111","45.7.37.1","UDP","254","51341  >  7290 Len=212"
"85855","535.923488","192.168.0.111","45.7.37.1","UDP","225","51341  >  7290 Len=183"
"85858","535.939995","192.168.0.111","45.7.37.1","UDP","185","51341  >  7290 Len=143"
"85862","535.959692","192.168.0.111","45.7.37.1","UDP","225","51341  >  7290 Len=183"
"85864","535.983143","192.168.0.111","45.7.37.1","UDP","208","51341  >  7290 Len=166"
"85869","536.012930","192.168.0.111","45.7.37.1","UDP","275","51341  >  7290 Len=233"
"85874","536.032897","192.168.0.111","45.7.37.1","UDP","237","51341  >  7290 Len=195"
"85878","536.055276","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85882","536.080613","192.168.0.111","45.7.37.1","UDP","247","51341  >  7290 Len=205"
"85886","536.103191","192.168.0.111","45.7.37.1","UDP","235","51341  >  7290 Len=193"
"85890","536.126764","192.168.0.111","45.7.37.1","UDP","235","51341  >  7290 Len=193"
"85894","536.149537","192.168.0.111","45.7.37.1","UDP","235","51341  >  7290 Len=193"
"85899","536.169890","192.168.0.111","45.7.37.1","UDP","211","51341  >  7290 Len=169"
"85902","536.186946","192.168.0.111","45.7.37.1","UDP","251","51341  >  7290 Len=209"
"85905","536.205700","192.168.0.111","45.7.37.1","UDP","211","51341  >  7290 Len=169"
"85908","536.222560","192.168.0.111","45.7.37.1","UDP","228","51341  >  7290 Len=186"
"85911","536.237353","192.168.0.111","45.7.37.1","UDP","187","51341  >  7290 Len=145"
"85914","536.252697","192.168.0.111","45.7.37.1","UDP","187","51341  >  7290 Len=145"
"85917","536.269711","192.168.0.111","45.7.37.1","UDP","197","51341  >  7290 Len=155"
"85921","536.289340","192.168.0.111","45.7.37.1","UDP","198","51341  >  7290 Len=156"
"85924","536.310394","192.168.0.111","45.7.37.1","UDP","209","51341  >  7290 Len=167"
"85927","536.326273","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85930","536.341133","192.168.0.111","45.7.37.1","UDP","209","51341  >  7290 Len=167"
"85933","536.356981","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85937","536.376201","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85940","536.393640","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85943","536.411018","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85946","536.424988","192.168.0.111","45.7.37.1","UDP","232","51341  >  7290 Len=190"
"85949","536.438718","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85952","536.454034","192.168.0.111","45.7.37.1","UDP","192","51341  >  7290 Len=150"
"85955","536.470377","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85958","536.485296","192.168.0.111","45.7.37.1","UDP","192","51341  >  7290 Len=150"
"85961","536.504649","192.168.0.111","45.7.37.1","UDP","237","51341  >  7290 Len=195"
"85965","536.524081","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85968","536.540014","192.168.0.111","45.7.37.1","UDP","209","51341  >  7290 Len=167"
"85970","536.553820","192.168.0.111","45.7.37.1","UDP","209","51341  >  7290 Len=167"
"85974","536.573451","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85977","536.591382","192.168.0.111","45.7.37.1","UDP","261","51341  >  7290 Len=219"
"85981","536.609517","192.168.0.111","45.7.37.1","UDP","232","51341  >  7290 Len=190"
"85984","536.626941","192.168.0.111","45.7.37.1","UDP","232","51341  >  7290 Len=190"
"85987","536.642999","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85990","536.660139","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85993","536.675017","192.168.0.111","45.7.37.1","UDP","230","51341  >  7290 Len=188"
"85996","536.692625","192.168.0.111","45.7.37.1","UDP","230","51341  >  7290 Len=188"
"85999","536.707199","192.168.0.111","45.7.37.1","UDP","230","51341  >  7290 Len=188"
"86002","536.723360","192.168.0.111","45.7.37.1","UDP","230","51341  >  7290 Len=188"
"86006","536.740603","192.168.0.111","45.7.37.1","UDP","230","51341  >  7290 Len=188"
"86009","536.759429","192.168.0.111","45.7.37.1","UDP","232","51341  >  7290 Len=190"
"86012","536.776435","192.168.0.111","45.7.37.1","UDP","247","51341  >  7290 Len=205"
"86015","536.794155","192.168.0.111","45.7.37.1","UDP","209","51341  >  7290 Len=167"
"86018","536.803125","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"86020","536.811900","192.168.0.111","45.7.37.1","UDP","198","51341  >  7290 Len=156"
"86024","536.833602","192.168.0.111","45.7.37.1","UDP","198","51341  >  7290 Len=156"
"86027","536.849981","192.168.0.111","45.7.37.1","UDP","237","51341  >  7290 Len=195"
"86030","536.866688","192.168.0.111","45.7.37.1","UDP","198","51341  >  7290 Len=156"
"86033","536.881658","192.168.0.111","45.7.37.1","UDP","198","51341  >  7290 Len=156"
"86036","536.899537","192.168.0.111","45.7.37.1","UDP","198","51341  >  7290 Len=156"
"86039","536.915956","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"86042","536.930477","192.168.0.111","45.7.37.1","UDP","142","51341  >  7290 Len=100"
"86046","536.951742","192.168.0.111","45.7.37.1","UDP","193","51341  >  7290 Len=151"
"86049","536.973227","192.168.0.111","45.7.37.1","UDP","261","51341  >  7290 Len=219"
"86053","536.993167","192.168.0.111","45.7.37.1","UDP","216","51341  >  7290 Len=174"
"86056","537.010348","192.168.0.111","45.7.37.1","UDP","255","51341  >  7290 Len=213"
"86059","537.025479","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"86062","537.041676","192.168.0.111","45.7.37.1","UDP","209","51341  >  7290 Len=167"
"86065","537.056252","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"86068","537.072888","192.168.0.111","45.7.37.1","UDP","192","51341  >  7290 Len=150"
"86071","537.090860","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
